order_id,customer_id,order_date,order_time,day_of_week,week_number,month,season,dish_name,dish_category,quantity_ordered,price_per_item,total_price,payment_method,dine_in_or_takeaway,preparation_time_minutes,table_number,promotion_applied,weather_condition,special_event_or_holiday,customer_rating,ingredient_name,ingredient_quantity_used_kg,current_stock_available_kg,stock_reorder_level_kg,stock_status,estimated_food_waste_kg,order_status,restaurant_branch,peak_hour_flag,delivery_time_minutes,repeat_customer_flag,orders_this_week,total_qty_this_week,rush_day_for_dish,branch_rush_day,dayofweek,age_group,loyalty_tier,dish_category_enc,day_of_week_enc,season_enc,weather_condition_enc,dine_in_or_takeaway_enc,promotion_applied_enc,restaurant_branch_enc,lag_1week_qty,rolling_7day_avg
ORD-10356,CUST-1113,2024-06-26,13:10,Wednesday,26,6,Summer,Ice Cream Sundae,Desserts,1,5.49,5.49,Online,Dine-In,5,23.0,No,Cloudy,,5.0,Ice Cream,0.175,119.14,25.09,Adequate,0.0187,Completed,Downtown,1,,Yes,4,6,Wednesday,Saturday,2,18-24,Gold,2,2,2,3,0,0,1,2.0,1.2857142857142858
ORD-10853,CUST-1017,2024-06-26,16:19,Wednesday,26,6,Summer,Lemonade,Beverages,2,3.49,6.98,Online,Takeaway,3,,No,Sunny,,4.0,Lemons,0.1846,112.33,17.46,Adequate,0.0608,Completed,Downtown,0,40.0,Yes,2,4,Sunday,Saturday,2,35-44,Bronze,5,2,2,4,1,0,1,1.0,2.142857142857143
ORD-10272,CUST-1279,2024-06-26,17:52,Wednesday,26,6,Summer,Ice Cream Sundae,Desserts,2,5.49,10.98,Debit Card,Dine-In,4,9.0,No,Sunny,,5.0,Ice Cream,0.3753,53.73,32.85,Adequate,0.0665,Completed,City Center,0,,No,4,6,Wednesday,Saturday,2,18-24,Platinum,2,2,2,4,0,0,4,1.0,1.4285714285714286
ORD-10900,CUST-1412,2024-06-27,16:09,Thursday,26,6,Summer,Classic Burger,Burgers,1,7.64,7.64,Credit Card,Takeaway,11,,Yes,Sunny,,4.0,Beef Patty,0.1755,88.85,24.13,Adequate,0.0178,Completed,Airport,0,49.0,Yes,2,2,Monday,Saturday,3,18-24,Bronze,3,3,2,4,1,1,3,1.0,2.2857142857142856
ORD-10067,CUST-1417,2024-06-27,18:35,Thursday,26,6,Summer,Mushroom Soup,Soups,4,6.99,27.96,Online,Dine-In,11,19.0,No,Sunny,,5.0,Mushrooms,1.1613,20.18,29.04,Low Stock,0.1391,Completed,Mall Branch,1,,No,2,5,Sunday,Sunday,3,55+,Gold,1,3,2,4,0,0,0,1.0,2.4285714285714284
ORD-10763,CUST-1217,2024-06-27,17:59,Thursday,26,6,Summer,Spaghetti Carbonara,Pasta,4,13.49,53.96,Online,Takeaway,17,,No,Sunny,,,Spaghetti,0.7163,116.87,23.83,Adequate,0.1999,Cancelled,Suburbs,0,26.0,Yes,1,4,Friday,Sunday,3,35-44,Gold,0,3,2,4,1,0,2,4.0,2.0
ORD-10296,CUST-1487,2024-06-27,15:54,Thursday,26,6,Summer,Margherita Pizza,Pizza,5,11.04,55.2,Digital Wallet,Takeaway,15,,Yes,Hot,,4.0,Pizza Dough,1.4026,69.42,19.33,Adequate,0.1924,Completed,Mall Branch,0,24.0,No,4,12,Saturday,Sunday,3,35-44,Gold,6,3,2,6,1,1,0,1.0,2.142857142857143
ORD-10223,CUST-1002,2024-06-27,12:29,Thursday,26,6,Summer,Classic Burger,Burgers,1,8.99,8.99,Online,Dine-In,13,10.0,No,Sunny,,1.0,Beef Patty,0.1735,107.87,30.71,Adequate,0.0385,Completed,Airport,1,,No,2,2,Monday,Saturday,3,25-34,Platinum,3,3,2,4,0,0,3,1.0,2.2857142857142856
ORD-10128,CUST-1199,2024-06-27,15:12,Thursday,26,6,Summer,Veggie Burger,Burgers,1,9.49,9.49,Cash,Dine-In,8,16.0,No,Cloudy,,4.0,Veggie Patty,0.1779,101.18,34.33,Adequate,0.0169,Completed,City Center,0,,No,1,1,Saturday,Saturday,3,18-24,Platinum,3,3,2,3,0,0,4,1.0,2.4285714285714284
ORD-10748,CUST-1254,2024-06-28,10:33,Friday,26,6,Summer,Lemonade,Beverages,2,3.49,6.98,Debit Card,Takeaway,2,,No,Hot,,,Lemons,0.1798,67.61,23.76,Adequate,0.0353,Cancelled,Suburbs,0,55.0,Yes,2,4,Sunday,Sunday,4,45-54,Platinum,5,4,2,6,1,0,2,3.0,2.0
ORD-10907,CUST-1367,2024-06-29,18:54,Saturday,26,6,Summer,Lamb Biryani,Rice Dishes,2,16.49,32.98,Debit Card,Takeaway,21,,No,Hot,,5.0,Basmati Rice,0.6071,108.5,27.45,Adequate,0.0374,Completed,Airport,1,45.0,Yes,1,2,Saturday,Saturday,5,18-24,Gold,8,5,2,6,1,0,3,2.0,1.5714285714285714
ORD-10267,CUST-1408,2024-06-29,17:47,Saturday,26,6,Summer,Double Cheeseburger,Burgers,1,11.49,11.49,Digital Wallet,Dine-In,16,6.0,No,Hot,,4.0,Beef Patty,0.364,119.29,30.04,Adequate,0.0147,Completed,Suburbs,0,,Yes,2,2,Sunday,Sunday,5,18-24,Platinum,3,5,2,6,0,0,2,1.0,2.0
ORD-10854,CUST-1488,2024-06-29,12:27,Saturday,26,6,Summer,Double Cheeseburger,Burgers,1,11.49,11.49,Credit Card,Takeaway,12,,No,Cloudy,,4.0,Beef Patty,0.356,53.05,33.72,Adequate,0.0336,Completed,Airport,1,55.0,Yes,2,2,Sunday,Saturday,5,18-24,Gold,3,5,2,3,1,0,3,1.0,2.0
ORD-10041,CUST-1367,2024-06-29,19:29,Saturday,26,6,Summer,BBQ Chicken Pizza,Pizza,3,15.99,47.97,Digital Wallet,Takeaway,22,,No,Cloudy,,5.0,Pizza Dough,0.8546,39.32,27.22,Adequate,0.0691,Completed,City Center,1,36.0,No,1,3,Monday,Saturday,5,18-24,Gold,6,5,2,3,1,0,4,1.0,2.5714285714285716
ORD-10733,CUST-1490,2024-06-29,10:17,Saturday,26,6,Summer,Greek Salad,Salads,2,8.49,16.98,Digital Wallet,Dine-In,8,29.0,No,Sunny,,4.0,Cucumber,0.2498,50.59,15.56,Adequate,0.0242,Completed,City Center,0,,Yes,1,2,Saturday,Saturday,5,45-54,Silver,7,5,2,4,0,0,4,2.0,2.0
ORD-10525,CUST-1335,2024-06-29,10:16,Saturday,26,6,Summer,Mango Smoothie,Beverages,1,5.49,5.49,Credit Card,Takeaway,3,,No,Sunny,,,Mango,0.2054,24.76,21.23,Adequate,0.0144,Cancelled,Downtown,0,57.0,Yes,1,1,Saturday,Saturday,5,35-44,Gold,5,5,2,4,1,0,1,,1.3333333333333333
ORD-10490,CUST-1457,2024-06-29,10:00,Saturday,26,6,Summer,Onion Rings,Sides,4,4.49,17.96,Credit Card,Takeaway,5,,No,Sunny,,5.0,Onions,0.7275,98.85,25.92,Adequate,0.1326,Completed,Mall Branch,0,40.0,Yes,3,9,Sunday,Sunday,5,55+,Platinum,9,5,2,4,1,0,0,2.0,2.7142857142857144
ORD-10294,CUST-1500,2024-06-29,10:48,Saturday,26,6,Summer,Hot Coffee,Beverages,1,3.49,3.49,Online,Takeaway,4,,No,Cloudy,,,Coffee Beans,0.0177,97.14,33.29,Adequate,0.054,Cancelled,Downtown,0,20.0,Yes,2,2,Saturday,Saturday,5,35-44,Gold,5,5,2,3,1,0,1,1.0,1.4285714285714286
ORD-10866,CUST-1394,2024-06-30,09:17,Sunday,26,6,Summer,Margherita Pizza,Pizza,4,12.99,51.96,Credit Card,Dine-In,21,30.0,No,Cloudy,,4.0,Pizza Dough,1.159,46.25,17.1,Adequate,0.0566,Completed,Downtown,0,,Yes,4,12,Saturday,Saturday,6,18-24,Gold,6,6,2,3,0,0,1,1.0,2.5714285714285716
ORD-10281,CUST-1242,2024-06-30,10:25,Sunday,26,6,Summer,Onion Rings,Sides,4,4.49,17.96,Cash,Dine-In,6,23.0,No,Sunny,,2.0,Onions,0.6968,63.04,20.04,Adequate,0.0565,Completed,Airport,0,,No,3,9,Sunday,Saturday,6,35-44,Silver,9,6,2,4,0,0,3,1.0,3.142857142857143
ORD-10523,CUST-1140,2024-06-30,11:03,Sunday,26,6,Summer,Shawarma Wrap,Wraps,1,9.99,9.99,Digital Wallet,Dine-In,12,4.0,No,Sunny,,4.0,Chicken Breast,0.2081,21.91,32.92,Low Stock,0.0146,Completed,City Center,1,,Yes,2,2,Sunday,Saturday,6,35-44,Platinum,4,6,2,4,0,0,4,2.0,2.4285714285714284
ORD-10475,CUST-1157,2024-06-30,11:19,Sunday,26,6,Summer,Mushroom Soup,Soups,1,5.94,5.94,Credit Card,Dine-In,12,15.0,Yes,Hot,,5.0,Mushrooms,0.2916,54.54,30.62,Adequate,0.0338,Completed,Mall Branch,1,,Yes,2,5,Sunday,Sunday,6,55+,Gold,1,6,2,6,0,1,0,3.0,2.142857142857143
ORD-10055,CUST-1149,2024-06-30,15:53,Sunday,26,6,Summer,Shawarma Wrap,Wraps,1,9.99,9.99,Online,Takeaway,7,,No,Hot,,4.0,Chicken Breast,0.2013,97.25,24.91,Adequate,0.025,Completed,Suburbs,0,34.0,No,2,2,Sunday,Sunday,6,55+,Gold,4,6,2,6,1,0,2,3.0,2.142857142857143
ORD-10469,CUST-1304,2024-06-30,16:19,Sunday,26,6,Summer,Onion Rings,Sides,1,3.82,3.82,Debit Card,Dine-In,9,6.0,Yes,Sunny,,,Onions,0.1825,76.64,33.03,Adequate,0.0553,Cancelled,Airport,0,,Yes,3,9,Sunday,Saturday,6,35-44,Silver,9,6,2,4,0,1,3,1.0,3.142857142857143
ORD-10880,CUST-1388,2024-07-01,18:23,Monday,27,7,Summer,Cheesecake,Desserts,3,5.99,17.97,Debit Card,Dine-In,3,14.0,No,Sunny,,,Cream Cheese,0.3601,56.03,31.72,Adequate,0.023,Completed,Suburbs,1,,Yes,2,5,Saturday,Sunday,0,35-44,Gold,2,0,2,4,0,0,2,2.0,1.8571428571428572
ORD-10427,CUST-1311,2024-07-01,18:54,Monday,27,7,Summer,Onion Rings,Sides,2,3.82,7.64,Digital Wallet,Dine-In,9,26.0,Yes,Hot,,,Onions,0.3461,66.2,20.78,Adequate,0.1065,Cancelled,Airport,1,,No,2,3,Sunday,Saturday,0,25-34,Gold,9,0,2,6,0,1,3,1.0,3.2857142857142856
ORD-10407,CUST-1063,2024-07-01,18:51,Monday,27,7,Summer,Margherita Pizza,Pizza,4,12.99,51.96,Credit Card,Dine-In,16,16.0,No,Cloudy,,4.0,Pizza Dough,1.0889,116.27,28.56,Adequate,0.1549,Completed,City Center,1,,Yes,1,4,Saturday,Saturday,0,55+,Bronze,6,0,2,3,0,0,4,1.0,3.0
ORD-10788,CUST-1377,2024-07-01,16:26,Monday,27,7,Summer,Mango Smoothie,Beverages,2,5.49,10.98,Digital Wallet,Dine-In,4,13.0,No,Hot,,4.0,Mango,0.398,50.64,16.5,Adequate,0.0631,Completed,Downtown,0,,Yes,1,2,Saturday,Saturday,0,45-54,Bronze,5,0,2,6,0,0,1,,1.4285714285714286
ORD-10990,CUST-1315,2024-07-01,21:42,Monday,27,7,Summer,Caesar Salad,Salads,1,8.99,8.99,Online,Dine-In,7,30.0,No,Cloudy,,5.0,Romaine Lettuce,0.2593,62.17,15.49,Adequate,0.0199,Completed,Airport,1,,No,2,3,Tuesday,Saturday,0,55+,Platinum,7,0,2,3,0,0,3,1.0,1.4285714285714286
ORD-10372,CUST-1385,2024-07-01,12:10,Monday,27,7,Summer,Caesar Salad,Salads,2,8.99,17.98,Debit Card,Dine-In,6,24.0,No,Hot,,5.0,Romaine Lettuce,0.5082,25.0,15.86,Adequate,0.0599,Completed,Suburbs,1,,Yes,2,3,Tuesday,Sunday,0,25-34,Platinum,7,0,2,6,0,0,2,3.0,1.2857142857142858
ORD-10852,CUST-1032,2024-07-01,11:38,Monday,27,7,Summer,Cheesecake,Desserts,2,5.09,10.18,Debit Card,Takeaway,4,,Yes,Sunny,,,Cream Cheese,0.2471,95.29,24.46,Adequate,0.0687,Cancelled,Airport,1,43.0,No,2,5,Saturday,Saturday,0,55+,Bronze,2,0,2,4,1,1,3,1.0,2.0
ORD-10695,CUST-1289,2024-07-01,09:49,Monday,27,7,Summer,French Fries,Sides,1,3.99,3.99,Debit Card,Dine-In,5,9.0,No,Sunny,,,Potatoes,0.2093,88.01,31.99,Adequate,0.0195,Pending,Suburbs,0,,No,2,4,Saturday,Sunday,0,35-44,Silver,9,0,2,4,0,0,2,2.0,1.8571428571428572
ORD-10065,CUST-1127,2024-07-01,16:05,Monday,27,7,Summer,BBQ Chicken Pizza,Pizza,1,15.99,15.99,Digital Wallet,Takeaway,21,,No,Cloudy,,5.0,Pizza Dough,0.2879,55.91,25.89,Adequate,0.0369,Completed,Suburbs,0,53.0,No,2,3,Monday,Sunday,0,45-54,Gold,6,0,2,3,1,0,2,2.0,2.4285714285714284
ORD-10862,CUST-1257,2024-07-02,17:58,Tuesday,27,7,Summer,Penne Arrabbiata,Pasta,1,11.99,11.99,Cash,Dine-In,12,16.0,No,Sunny,,4.0,Penne Pasta,0.1718,22.13,20.76,Adequate,0.0328,Completed,Mall Branch,0,,Yes,1,1,Saturday,Sunday,1,45-54,Bronze,0,1,2,4,0,0,0,1.0,1.5714285714285714
ORD-10583,CUST-1158,2024-07-03,19:05,Wednesday,27,7,Summer,French Fries,Sides,3,3.99,11.97,Cash,Takeaway,6,,No,Hot,,4.0,Potatoes,0.6404,116.94,33.37,Adequate,0.0159,Pending,Downtown,1,46.0,No,2,4,Saturday,Saturday,2,35-44,Bronze,9,2,2,6,1,0,1,2.0,2.0
ORD-10813,CUST-1432,2024-07-04,14:58,Thursday,27,7,Summer,Iced Coffee,Beverages,1,4.49,4.49,Online,Dine-In,4,8.0,No,Sunny,Independence Day,5.0,Coffee Beans,0.0181,47.63,19.21,Adequate,0.0161,Completed,Downtown,1,,No,5,13,Sunday,Saturday,3,18-24,Platinum,5,3,2,4,0,0,1,1.0,1.5714285714285714
ORD-10920,CUST-1175,2024-07-05,19:12,Friday,27,7,Summer,Iced Coffee,Beverages,5,4.49,22.45,Cash,Dine-In,4,16.0,No,Hot,,4.0,Coffee Beans,0.0906,93.88,16.19,Adequate,0.0852,Completed,Airport,1,,Yes,5,13,Sunday,Saturday,4,45-54,Platinum,5,4,2,6,0,0,3,2.0,2.0
ORD-10717,CUST-1228,2024-07-05,10:48,Friday,27,7,Summer,Iced Coffee,Beverages,2,4.49,8.98,Online,Takeaway,2,,No,Sunny,,,Coffee Beans,0.0365,113.38,20.43,Adequate,0.0503,Cancelled,Suburbs,0,39.0,No,5,13,Sunday,Sunday,4,35-44,Silver,5,4,2,4,1,0,2,1.0,2.142857142857143
ORD-10681,CUST-1099,2024-07-06,15:37,Saturday,27,7,Summer,BBQ Chicken Pizza,Pizza,2,15.99,31.98,Credit Card,Takeaway,16,,No,Hot,,5.0,Pizza Dough,0.5424,117.5,22.94,Adequate,0.0252,Completed,Downtown,0,22.0,Yes,2,3,Monday,Saturday,5,25-34,Gold,6,5,2,6,1,0,1,3.0,2.2857142857142856
ORD-10899,CUST-1450,2024-07-06,11:35,Saturday,27,7,Summer,Iced Coffee,Beverages,3,4.49,13.47,Digital Wallet,Takeaway,3,,No,Hot,,4.0,Coffee Beans,0.0517,37.15,25.53,Adequate,0.0324,Completed,City Center,1,52.0,Yes,5,13,Sunday,Saturday,5,18-24,Gold,5,5,2,6,1,0,4,2.0,2.2857142857142856
ORD-10815,CUST-1361,2024-07-06,11:48,Saturday,27,7,Summer,Onion Rings,Sides,1,4.49,4.49,Debit Card,Takeaway,9,,No,Sunny,,4.0,Onions,0.174,20.44,17.45,Adequate,0.0078,Completed,City Center,1,48.0,Yes,2,3,Sunday,Saturday,5,25-34,Bronze,9,5,2,4,1,0,4,5.0,2.7142857142857144
ORD-10543,CUST-1311,2024-07-07,12:07,Sunday,27,7,Summer,Falafel Wrap,Wraps,3,8.49,25.47,Credit Card,Dine-In,10,30.0,No,Sunny,,5.0,Chickpeas,0.416,80.63,28.88,Adequate,0.0887,Completed,Downtown,1,,Yes,1,3,Monday,Saturday,6,25-34,Gold,4,6,2,4,0,0,1,2.0,2.5714285714285716
ORD-10375,CUST-1443,2024-07-07,17:36,Sunday,27,7,Summer,Iced Coffee,Beverages,2,4.49,8.98,Cash,Takeaway,2,,No,Hot,,3.0,Coffee Beans,0.0345,47.09,25.34,Adequate,0.0688,Completed,Airport,0,20.0,No,5,13,Sunday,Saturday,6,45-54,Platinum,5,6,2,6,1,0,3,1.0,2.4285714285714284
ORD-10838,CUST-1412,2024-07-07,20:15,Sunday,27,7,Summer,Classic Burger,Burgers,1,8.99,8.99,Credit Card,Dine-In,10,18.0,No,Sunny,,4.0,Beef Patty,0.1718,32.07,15.32,Adequate,0.0299,Completed,City Center,1,,No,1,1,Monday,Saturday,6,18-24,Bronze,3,6,2,4,0,0,4,4.0,1.8571428571428572
ORD-10812,CUST-1410,2024-07-08,16:03,Monday,28,7,Summer,Lemonade,Beverages,1,3.49,3.49,Cash,Dine-In,2,19.0,No,Hot,,4.0,Lemons,0.0879,69.53,25.17,Adequate,0.0247,Completed,Airport,0,,No,4,10,Sunday,Saturday,0,55+,Gold,5,0,2,6,0,0,3,1.0,2.0
ORD-10957,CUST-1076,2024-07-08,17:15,Monday,28,7,Summer,Onion Rings,Sides,1,4.49,4.49,Cash,Dine-In,5,24.0,No,Sunny,,3.0,Onions,0.174,50.05,25.23,Adequate,0.0169,Completed,Suburbs,0,,Yes,3,3,Sunday,Sunday,0,35-44,Bronze,9,0,2,4,0,0,2,2.0,2.5714285714285716
ORD-10477,CUST-1210,2024-07-08,18:41,Monday,28,7,Summer,Lemonade,Beverages,2,2.97,5.94,Credit Card,Takeaway,3,,Yes,Sunny,,,Lemons,0.1716,109.94,19.56,Adequate,0.0402,Cancelled,Suburbs,1,43.0,No,4,10,Sunday,Sunday,0,18-24,Platinum,5,0,2,4,1,1,2,1.0,2.142857142857143
ORD-10085,CUST-1169,2024-07-09,11:34,Tuesday,28,7,Summer,French Fries,Sides,1,3.99,3.99,Cash,Dine-In,5,11.0,No,Hot,,5.0,Potatoes,0.2194,76.13,30.04,Adequate,0.0284,Completed,City Center,1,,No,2,2,Saturday,Saturday,1,18-24,Bronze,9,1,2,6,0,0,4,1.0,2.0
ORD-10236,CUST-1118,2024-07-09,11:36,Tuesday,28,7,Summer,Spaghetti Carbonara,Pasta,1,13.49,13.49,Cash,Takeaway,14,,No,Sunny,,3.0,Spaghetti,0.179,115.76,23.2,Adequate,0.0246,Completed,Mall Branch,1,43.0,No,1,1,Friday,Sunday,1,25-34,Platinum,0,1,2,4,1,0,0,1.0,2.0
ORD-10835,CUST-1197,2024-07-09,15:11,Tuesday,28,7,Summer,Double Cheeseburger,Burgers,1,11.49,11.49,Debit Card,Takeaway,15,,No,Cloudy,,4.0,Beef Patty,0.346,31.91,23.81,Adequate,0.0178,Completed,Suburbs,0,55.0,No,2,2,Sunday,Sunday,1,35-44,Bronze,3,1,2,3,1,0,2,2.0,1.8571428571428572
ORD-10950,CUST-1072,2024-07-09,18:06,Tuesday,28,7,Summer,BBQ Chicken Pizza,Pizza,2,15.99,31.98,Online,Dine-In,17,11.0,No,Hot,,5.0,Pizza Dough,0.5746,53.73,26.29,Adequate,0.0703,Completed,City Center,1,,Yes,2,3,Monday,Saturday,1,45-54,Gold,6,1,2,6,0,0,4,3.0,2.142857142857143
ORD-10584,CUST-1413,2024-07-10,17:04,Wednesday,28,7,Summer,Chocolate Lava Cake,Desserts,5,6.99,34.95,Online,Dine-In,11,12.0,No,Hot,,5.0,Chocolate,0.3486,95.79,18.56,Adequate,0.1899,Completed,Suburbs,0,,Yes,1,5,Friday,Sunday,2,45-54,Platinum,2,2,2,6,0,0,2,1.0,2.5714285714285716
ORD-10130,CUST-1321,2024-07-10,20:39,Wednesday,28,7,Summer,Mushroom Soup,Soups,2,6.99,13.98,Cash,Takeaway,12,,No,Sunny,,,Mushrooms,0.5909,20.46,19.71,Adequate,0.1097,Cancelled,Airport,1,25.0,Yes,1,2,Sunday,Saturday,2,35-44,Gold,1,2,2,4,1,0,3,5.0,1.7142857142857142
ORD-10939,CUST-1038,2024-07-11,18:54,Thursday,28,7,Summer,Penne Arrabbiata,Pasta,2,11.99,23.98,Online,Dine-In,15,24.0,No,Cloudy,,,Penne Pasta,0.3656,97.66,34.69,Adequate,0.0925,Cancelled,Mall Branch,1,,Yes,1,2,Saturday,Sunday,3,45-54,Bronze,0,3,2,3,0,0,0,2.0,1.5714285714285714
ORD-10455,CUST-1433,2024-07-12,18:34,Friday,28,7,Summer,Classic Burger,Burgers,2,8.99,17.98,Debit Card,Takeaway,8,,No,Sunny,,2.0,Beef Patty,0.3478,107.82,21.22,Adequate,0.0662,Completed,Downtown,1,42.0,No,3,9,Monday,Saturday,4,55+,Gold,3,4,2,4,1,0,1,3.0,1.7142857142857142
ORD-10137,CUST-1499,2024-07-12,18:12,Friday,28,7,Summer,Classic Burger,Burgers,2,8.99,17.98,Digital Wallet,Takeaway,9,,No,Hot,,4.0,Beef Patty,0.3604,25.6,28.34,Low Stock,0.0601,Completed,City Center,1,25.0,No,3,9,Monday,Saturday,4,45-54,Bronze,3,4,2,6,1,0,4,3.0,1.5714285714285714
ORD-10881,CUST-1325,2024-07-13,11:25,Saturday,28,7,Summer,French Fries,Sides,1,3.99,3.99,Digital Wallet,Takeaway,6,,No,Sunny,,4.0,Potatoes,0.211,54.63,20.39,Adequate,0.0309,Pending,Downtown,1,58.0,Yes,2,2,Saturday,Saturday,5,45-54,Platinum,9,5,2,4,1,0,1,1.0,2.0
ORD-10758,CUST-1441,2024-07-13,11:43,Saturday,28,7,Summer,BBQ Chicken Pizza,Pizza,1,15.99,15.99,Debit Card,Takeaway,16,,No,Sunny,,4.0,Pizza Dough,0.2774,101.57,29.21,Adequate,0.0147,Completed,Suburbs,1,45.0,Yes,2,3,Monday,Sunday,5,18-24,Bronze,6,5,2,4,1,0,2,1.0,2.142857142857143
ORD-10164,CUST-1273,2024-07-13,12:13,Saturday,28,7,Summer,Pepperoni Pizza,Pizza,3,14.49,43.47,Online,Dine-In,20,26.0,No,Cloudy,,2.0,Pizza Dough,0.8266,38.05,15.48,Adequate,0.0551,Completed,Downtown,1,,Yes,1,3,Sunday,Saturday,5,25-34,Platinum,6,5,2,3,0,0,1,1.0,2.142857142857143
ORD-10941,CUST-1265,2024-07-13,17:52,Saturday,28,7,Summer,Classic Burger,Burgers,5,8.99,44.95,Online,Dine-In,13,25.0,No,Hot,,4.0,Beef Patty,0.9346,20.36,16.99,Adequate,0.0555,Pending,Downtown,0,,Yes,3,9,Monday,Saturday,5,18-24,Bronze,3,5,2,6,0,0,1,2.0,2.0
ORD-10104,CUST-1452,2024-07-13,19:34,Saturday,28,7,Summer,Chicken Biryani,Rice Dishes,1,13.99,13.99,Digital Wallet,Dine-In,21,6.0,No,Sunny,,5.0,Basmati Rice,0.2946,26.33,34.34,Low Stock,0.0233,Completed,Mall Branch,1,,No,1,1,Friday,Sunday,5,35-44,Gold,8,5,2,4,0,0,0,1.0,1.1428571428571428
ORD-10726,CUST-1316,2024-07-13,19:41,Saturday,28,7,Summer,Hot Coffee,Beverages,4,3.49,13.96,Cash,Takeaway,2,,No,Sunny,,3.0,Coffee Beans,0.0735,55.13,27.41,Adequate,0.1322,Completed,Downtown,1,43.0,Yes,1,4,Saturday,Saturday,5,18-24,Bronze,5,5,2,4,1,0,1,2.0,1.7142857142857142
ORD-10597,CUST-1494,2024-07-14,13:13,Sunday,28,7,Summer,Onion Rings,Sides,1,4.49,4.49,Online,Dine-In,7,12.0,No,Cloudy,,5.0,Onions,0.1851,103.67,24.72,Adequate,0.0342,Completed,City Center,1,,No,3,3,Sunday,Saturday,6,25-34,Gold,9,6,2,3,0,0,4,5.0,2.0
ORD-10612,CUST-1068,2024-07-14,15:50,Sunday,28,7,Summer,Double Cheeseburger,Burgers,1,11.49,11.49,Digital Wallet,Dine-In,10,8.0,No,Hot,,5.0,Beef Patty,0.3543,90.37,27.42,Adequate,0.0083,Completed,City Center,0,,Yes,2,2,Sunday,Saturday,6,25-34,Bronze,3,6,2,6,0,0,4,3.0,1.5714285714285714
ORD-10447,CUST-1237,2024-07-14,16:27,Sunday,28,7,Summer,Lemonade,Beverages,4,3.49,13.96,Credit Card,Dine-In,3,7.0,No,Sunny,,1.0,Lemons,0.3517,65.62,15.47,Adequate,0.1349,Completed,City Center,0,,Yes,4,10,Sunday,Saturday,6,25-34,Silver,5,6,2,4,0,0,4,3.0,2.2857142857142856
ORD-10397,CUST-1085,2024-07-14,16:46,Sunday,28,7,Summer,Onion Rings,Sides,1,4.49,4.49,Debit Card,Takeaway,6,,No,Sunny,,,Onions,0.1779,71.68,29.18,Adequate,0.0305,Cancelled,Downtown,0,50.0,Yes,3,3,Sunday,Saturday,6,18-24,Platinum,9,6,2,4,1,0,1,4.0,1.5714285714285714
ORD-10489,CUST-1211,2024-07-14,18:20,Sunday,28,7,Summer,Cheesecake,Desserts,4,5.99,23.96,Debit Card,Takeaway,3,,No,Cloudy,,4.0,Cream Cheese,0.4862,117.75,28.76,Adequate,0.0877,Completed,Suburbs,1,50.0,Yes,1,4,Saturday,Sunday,6,35-44,Bronze,2,6,2,3,1,0,2,3.0,2.142857142857143
ORD-10278,CUST-1291,2024-07-14,20:06,Sunday,28,7,Summer,Lemonade,Beverages,3,3.49,10.47,Cash,Takeaway,3,,No,Sunny,,3.0,Lemons,0.2631,35.5,34.85,Adequate,0.0386,Pending,Downtown,1,59.0,Yes,4,10,Sunday,Saturday,6,35-44,Silver,5,6,2,4,1,0,1,4.0,2.142857142857143
ORD-10054,CUST-1198,2024-07-15,11:07,Monday,29,7,Summer,BBQ Chicken Pizza,Pizza,4,15.99,63.96,Debit Card,Takeaway,25,,No,Sunny,,4.0,Pizza Dough,1.1331,101.37,29.12,Adequate,0.1026,Completed,Suburbs,1,58.0,No,1,4,Monday,Sunday,0,18-24,Gold,6,0,2,4,1,0,2,2.0,2.4285714285714284
ORD-10177,CUST-1062,2024-07-15,10:46,Monday,29,7,Summer,Iced Coffee,Beverages,1,4.49,4.49,Cash,Takeaway,3,,No,Hot,,3.0,Coffee Beans,0.0178,36.48,19.15,Adequate,0.0059,Pending,Airport,0,55.0,No,2,5,Sunday,Saturday,0,25-34,Platinum,5,0,2,6,1,0,3,2.0,2.2857142857142856
ORD-10938,CUST-1191,2024-07-16,11:09,Tuesday,29,7,Summer,Iced Coffee,Beverages,4,4.49,17.96,Credit Card,Takeaway,3,,No,Hot,,4.0,Coffee Beans,0.073,64.92,15.49,Adequate,0.1274,Pending,Mall Branch,1,49.0,Yes,2,5,Sunday,Sunday,1,45-54,Gold,5,1,2,6,1,0,0,2.0,2.5714285714285716
ORD-10593,CUST-1266,2024-07-17,12:42,Wednesday,29,7,Summer,Caesar Salad,Salads,2,8.99,17.98,Online,Dine-In,5,21.0,No,Hot,,,Romaine Lettuce,0.5077,24.93,16.66,Adequate,0.0409,Cancelled,Suburbs,1,,Yes,1,2,Tuesday,Sunday,2,45-54,Platinum,7,2,2,6,0,0,2,1.0,1.4285714285714286
ORD-10093,CUST-1105,2024-07-18,08:47,Thursday,29,7,Summer,Hot Coffee,Beverages,2,2.97,5.94,Online,Dine-In,3,21.0,Yes,Sunny,,,Coffee Beans,0.0357,30.66,23.52,Adequate,0.0396,Cancelled,Airport,0,,No,1,2,Saturday,Saturday,3,25-34,Bronze,5,3,2,4,0,1,3,1.0,1.8571428571428572
